"objectid","id","datetimeoccur","weekday","location","districtoccur","psa","stopcode","stoptype","inside_or_outside","gender","race","age","individual_frisked","individual_searched","individual_arrested","individual_contraband","vehicle_frisked","vehicle_searched","vehicle_contraband","vehicle_contraband_list","individual_contraband_list","mvc_code","mvc_reason","mvc_code_sec","mvc_code_sec_reason","point_x","point_y","lat","lng"
1985932,978310,2019-03-03 05:25:00,"SUNDAY","600 BLOCK E Clementine st",24,2,2702,"vehicle","Outside","Male","White - Non-Latino",49,1,1,0,0,1,1,1,NA,NA,"","",NA,NA,-75.11947905,39.99604191,39.99604191,-75.11947905
1988257,1015119,2019-03-30 00:10:00,"FRIDAY","2700 BLOCK E ALLEGHENY AVE",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.1025312,39.98405876,39.98405876,-75.1025312
1988266,919786,2019-01-21 04:00:00,"SUNDAY","2700 BLOCK E ALLEGHENY AVE",24,3,2702,"vehicle","Outside","Male","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.1025312,39.98405876,39.98405876,-75.1025312
1990554,906862,2019-01-11 21:50:00,"FRIDAY","7000 BLOCK COBBS CREEK PKWY",12,2,2702,"vehicle","Outside","Male","Unknown",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2455158,39.92410606,39.92410606,-75.2455158
1990669,1007645,2019-03-24 23:00:00,"SUNDAY","1000 BLOCK E CAYUGA",24,3,2702,"vehicle","Outside","Male","White - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10737228,40.01463528,40.01463528,-75.10737228
1990670,1015299,2019-03-29 23:01:00,"FRIDAY","1000 BLOCK E CAYUGA",24,1,2702,"vehicle","Outside","Male","Black - Latino",23,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.10737228,40.01463528,40.01463528,-75.10737228
1990671,1015300,2019-03-29 23:01:00,"FRIDAY","1000 BLOCK E CAYUGA",24,1,2702,"vehicle","Outside","Male","Black - Latino",25,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.10737228,40.01463528,40.01463528,-75.10737228
1989603,907249,2019-01-11 22:35:00,"FRIDAY","2000 BLOCK s 58th street",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-80.50237161,42.2243359,42.2243359,-80.50237161
1989604,950768,2019-02-12 23:45:00,"TUESDAY","2000 BLOCK s 58th street",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-80.50237161,42.2243359,42.2243359,-80.50237161
1990839,980017,2019-03-05 00:37:00,"MONDAY","1900 BLOCK S 58TH STREET",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-80.50237161,42.2243359,42.2243359,-80.50237161
1991226,988019,2019-03-10 22:10:00,"SUNDAY","400 BLOCK e lehigh ave",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-80.50237161,42.2243359,42.2243359,-80.50237161
1994726,895148,2019-01-03 17:18:00,"THURSDAY","1400 BLOCK S 58 STREET",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",40,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23496611,39.94135014,39.94135014,-75.23496611
1994727,967721,2019-02-24 00:30:00,"SATURDAY","1400 BLOCK SOUTH 58TH STREET",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23496611,39.94135014,39.94135014,-75.23496611
1994728,972019,2019-02-27 04:55:00,"TUESDAY","1400 BLOCK S 58 ST",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",18,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23496611,39.94135014,39.94135014,-75.23496611
1993056,1004560,2019-03-22 18:45:00,"FRIDAY","3200 BLOCK FRANKFORD AV",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",60,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993062,952561,2019-02-14 05:30:00,"THURSDAY","3200 BLOCK FRANKFORD",24,1,2702,"vehicle","Outside","Male","White - Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993063,963442,2019-02-21 07:55:00,"THURSDAY","3200 BLOCK FRANKFORD AVE",24,1,2702,"vehicle","Outside","Female","Black - Non-Latino",32,0,1,1,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993064,963443,2019-02-21 07:55:00,"THURSDAY","3200 BLOCK FRANKFORD AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993065,992571,2019-03-14 01:30:00,"WEDNESDAY","3200 BLOCK frankdord",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993066,992572,2019-03-14 01:30:00,"WEDNESDAY","3200 BLOCK frankdord",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993067,997308,2019-03-17 01:27:00,"SATURDAY","3200 BLOCK FRANKFORD",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1993073,934737,2019-02-01 00:40:00,"THURSDAY","3200 BLOCK FRANKFORD AVE",24,1,2702,"vehicle","Outside","Male","Black - Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11010089,39.99310942,39.99310942,-75.11010089
1995827,993969,2019-03-14 23:22:00,"THURSDAY","1800 BLOCK S 60TH STREET",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1995833,924291,2019-01-24 17:35:00,"THURSDAY","1800 BLOCK S 60TH ST",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1995834,940869,2019-02-06 00:18:00,"TUESDAY","1800 BLOCK S 60 STREET",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",54,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1995835,953765,2019-02-15 01:40:00,"THURSDAY","1800 BLOCK S 60TH ST",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",26,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1995836,980235,2019-03-05 00:38:00,"MONDAY","1800 BLOCK S 60 TH STREET",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1995837,980257,2019-03-05 01:00:00,"MONDAY","1800 BLOCK S 60TH STREET",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1995838,990618,2019-03-12 19:14:00,"TUESDAY","1800 BLOCK s 60th st",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23259341,39.93444021,39.93444021,-75.23259341
1991373,967503,2019-02-24 00:13:00,"SATURDAY","PEACH ST AND WARRINGTON AVE",12,4,2702,"vehicle","Outside","Male","White - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22463021,39.94250963,39.94250963,-75.22463021
1991781,973320,2019-02-28 02:45:00,"WEDNESDAY","2000 BLOCK S SALFORD",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",40,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22955276,39.93287715,39.93287715,-75.22955276
1993187,977864,2019-03-03 02:10:00,"SATURDAY","8200 BLOCK WEST BARTRAM AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23976641,39.89327019,39.89327019,-75.23976641
1993854,943751,2019-02-07 20:46:00,"THURSDAY","5700 BLOCK WHITBY ave",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",59,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23389321,39.94220456,39.94220456,-75.23389321
1993855,970295,2019-02-26 02:27:00,"MONDAY","5700 BLOCK WHITBY",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23389321,39.94220456,39.94220456,-75.23389321
1993857,980226,2019-03-05 02:43:00,"MONDAY","5700 BLOCK WHITBY",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23389321,39.94220456,39.94220456,-75.23389321
1993858,984581,2019-03-08 04:37:00,"THURSDAY","5700 BLOCK WHITBY",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23389321,39.94220456,39.94220456,-75.23389321
1993859,984582,2019-03-08 04:37:00,"THURSDAY","5700 BLOCK WHITBY",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23389321,39.94220456,39.94220456,-75.23389321
1993865,938847,2019-02-04 13:40:00,"MONDAY","5700 BLOCK WHITBY AVE",12,4,2702,"vehicle","Outside","Male","Unknown",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23389321,39.94220456,39.94220456,-75.23389321
1993560,994155,2019-03-14 23:43:00,"THURSDAY","6600 BLOCK chester ave",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24009742,39.92753331,39.92753331,-75.24009742
2003431,909574,2019-01-14 00:21:00,"SUNDAY","5400 BLOCK FLORENCE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22684707,39.94283605,39.94283605,-75.22684707
2002572,1001327,2019-03-20 02:50:00,"TUESDAY","5500 BLOCK WHITBY AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",44,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23102134,39.94422261,39.94422261,-75.23102134
2002573,1006079,2019-03-23 18:17:00,"SATURDAY","5500 BLOCK WHITBY",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23102134,39.94422261,39.94422261,-75.23102134
2002580,954355,2019-02-15 09:14:00,"FRIDAY","5500 BLOCK Whitby Avenue",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",55,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23102134,39.94422261,39.94422261,-75.23102134
2002582,975099,2019-03-01 05:15:00,"FRIDAY","5500 BLOCK WHITBY",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23102134,39.94422261,39.94422261,-75.23102134
2002583,1001125,2019-03-20 00:05:00,"TUESDAY","5500 BLOCK WHITBY AVENUE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",48,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23102134,39.94422261,39.94422261,-75.23102134
2000511,931079,2019-01-29 17:10:00,"TUESDAY","2600 BLOCK SOUTH 68TH",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",22,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23294307,39.918031,39.918031,-75.23294307
2000512,982245,2019-03-06 17:15:00,"WEDNESDAY","2600 BLOCK S 68TH ST",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",27,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23294307,39.918031,39.918031,-75.23294307
1998863,923780,2019-01-24 03:44:00,"WEDNESDAY","2600 BLOCK carroll street",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23347373,39.91765115,39.91765115,-75.23347373
1996725,1015781,2019-03-30 05:59:00,"SATURDAY","5600 BLOCK FLORENCE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",32,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22960711,39.94089596,39.94089596,-75.22960711
1998287,915232,2019-01-18 01:40:00,"THURSDAY","3200 BLOCK KENSINGTON AVE",24,1,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.11242548,39.99695153,39.99695153,-75.11242548
2007150,905976,2019-01-11 02:27:00,"THURSDAY","3500 BLOCK RICHMOND ST",24,3,2702,"vehicle","Outside","Male","White - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.09355917,39.9871228,39.9871228,-75.09355917
2007151,947715,2019-02-10 04:50:00,"SATURDAY","3500 BLOCK Richmond",24,3,2702,"vehicle","Outside","Male","Black - Non-Latino",55,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.09355917,39.9871228,39.9871228,-75.09355917
2006550,894747,2019-01-03 05:39:00,"THURSDAY","5900 BLOCK trinity",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",33,0,1,0,0,0,1,0,NA,NA,"","",NA,NA,-75.23060344,39.93518182,39.93518182,-75.23060344
2004847,948866,2019-02-11 03:00:00,"SUNDAY","6200 BLOCK GREENWAY",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23202868,39.92908666,39.92908666,-75.23202868
2004893,950794,2019-02-13 00:16:00,"TUESDAY","6700 BLOCK grovers",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22877372,39.91672914,39.91672914,-75.22877372
2025482,900080,2019-01-07 05:28:00,"MONDAY","4400 BLOCK I st",24,1,2702,"vehicle","Outside","Male","White - Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.10744374,40.014757,40.014757,-75.10744374
2025483,989810,2019-03-12 01:45:00,"MONDAY","4400 BLOCK I ST",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",20,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.10744374,40.014757,40.014757,-75.10744374
2025502,900161,2019-01-06 16:15:00,"SUNDAY","6200 BLOCK Dicks Avenue",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",52,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22395035,39.92231319,39.92231319,-75.22395035
2023776,985109,2019-03-08 17:20:00,"FRIDAY","3700 BLOCK Thompson",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",33,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.08884182,39.99214928,39.99214927,-75.08884182
2024185,900949,2019-01-07 23:27:00,"MONDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",24,1,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024186,900950,2019-01-07 23:27:00,"MONDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024187,907859,2019-01-12 05:26:00,"SATURDAY","6000 BLOCK  BALTIMORE AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",28,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024227,1012074,2019-03-28 01:10:00,"WEDNESDAY","6000 BLOCK baltimore ave",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",66,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024223,978521,2019-03-03 14:55:00,"SUNDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",NA,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024225,984220,2019-03-08 02:00:00,"THURSDAY","6000 BLOCK BALTIMORE AV",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",31,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024226,997551,2019-03-17 03:07:00,"SATURDAY","6000 BLOCK Baltimore Ave",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",20,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024230,964725,2019-02-22 01:30:00,"THURSDAY","6000 BLOCK BALTIMORE AVENUE",12,3,2702,"vehicle","Outside","Male","White - Non-Latino",19,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024232,968132,2019-02-24 09:07:00,"SUNDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",43,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024233,972519,2019-02-27 17:10:00,"WEDNESDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024234,974540,2019-03-01 01:20:00,"THURSDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",45,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024236,958399,2019-02-17 22:45:00,"SUNDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Female","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2024237,959032,2019-02-18 03:40:00,"SUNDAY","6000 BLOCK BALTIMORE AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24374495,39.94453682,39.94453682,-75.24374495
2025611,926207,2019-01-26 02:25:00,"FRIDAY","6200 BLOCK DICKS AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",50,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22395035,39.92231319,39.92231319,-75.22395035
2025693,939297,2019-02-04 21:52:00,"MONDAY","1800 BLOCK SOUTH 55TH ST",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",51,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.2202826,39.93527179,39.93527179,-75.2202826
2015591,1015464,2019-03-30 02:21:00,"FRIDAY","600 BLOCK E ALLEGHENY",24,2,2702,"vehicle","Outside","Male","Black - Non-Latino",26,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.1179492,39.99700382,39.99700382,-75.1179492
2015592,1015465,2019-03-30 02:21:00,"FRIDAY","600 BLOCK E ALLEGHENY",24,2,2702,"vehicle","Outside","Male","Black - Latino",36,1,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.1179492,39.99700382,39.99700382,-75.1179492
2014661,910416,2019-01-14 17:00:00,"MONDAY","1800 BLOCK E ALLEGHENY",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",34,0,1,1,0,0,1,0,NA,NA,"","",NA,NA,-75.11268316,39.99584308,39.99584308,-75.11268316
2016241,999938,2019-03-19 01:30:00,"MONDAY","400 BLOCK  E ONTARIO ST",24,2,2702,"vehicle","Outside","Male","White - Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.12190602,40.00073047,40.00073047,-75.12190602
2017953,950751,2019-02-12 23:29:00,"TUESDAY","5600 BLOCK WARRINGTON ST",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",39,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22831682,39.93982847,39.93982847,-75.22831682
2017954,992203,2019-03-13 22:40:00,"WEDNESDAY","5600 BLOCK WARRINGTON AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22831682,39.93982847,39.93982847,-75.22831682
2017955,1006805,2019-03-24 02:08:00,"SATURDAY","5600 BLOCK WARRINGTON AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22831682,39.93982847,39.93982847,-75.22831682
2017963,915063,2019-01-18 00:25:00,"THURSDAY","5600 BLOCK WARRINGTON AVE",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",25,1,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22831682,39.93982847,39.93982847,-75.22831682
2017964,925838,2019-01-25 23:33:00,"FRIDAY","5600 BLOCK WARRINGTON AVE",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",34,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22831682,39.93982847,39.93982847,-75.22831682
2013013,940162,2019-02-05 07:22:00,"TUESDAY","4700 BLOCK FORT MIFFLIN RD",12,1,2702,"vehicle","Outside","Female","White - Non-Latino",53,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22330503,39.88372797,39.88372797,-75.22330503
2013722,914951,2019-01-17 23:36:00,"THURSDAY","2300 BLOCK S 69TH STREET",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",61,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23882712,39.92050155,39.92050155,-75.23882712
2013723,937130,2019-02-03 02:28:00,"SATURDAY","2300 BLOCK 69 ST",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23882712,39.92050155,39.92050155,-75.23882712
2013464,998227,2019-03-17 21:35:00,"SUNDAY","2800 BLOCK LEE ST",24,2,2702,"vehicle","Outside","Female","White - Non-Latino",29,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.13003607,39.99251201,39.99251201,-75.13003607
2013473,920151,2019-01-21 21:30:00,"MONDAY","2800 BLOCK LEE ST",24,2,2702,"vehicle","Outside","Female","Black - Non-Latino",38,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.13003607,39.99251201,39.99251201,-75.13003607
2013114,911686,2019-01-15 16:28:00,"TUESDAY","1800 BLOCK TORRESDALE",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",31,1,1,1,0,0,0,0,NA,NA,"","",NA,NA,-75.09586116,40.00580318,40.00580318,-75.09586116
2013115,911687,2019-01-15 16:28:00,"TUESDAY","1800 BLOCK TORRESDALE",24,1,2702,"vehicle","Outside","Female","White - Latino",21,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.09586116,40.00580318,40.00580318,-75.09586116
2013116,1007623,2019-03-24 22:30:00,"SUNDAY","1800 BLOCK Torresdale",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",32,0,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.09586116,40.00580318,40.00580318,-75.09586116
2013117,1007624,2019-03-24 22:30:00,"SUNDAY","1800 BLOCK Torresdale",24,1,2702,"vehicle","Outside","Male","White - Non-Latino",31,0,0,0,0,1,0,0,NA,NA,"","",NA,NA,-75.09586116,40.00580318,40.00580318,-75.09586116
2013501,894845,2019-01-03 09:05:00,"THURSDAY","2900 BLOCK s 70th st",12,1,2702,"vehicle","Outside","Female","Black - Non-Latino",41,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23329109,39.91359048,39.91359048,-75.23329109
2016876,952102,2019-02-14 01:20:00,"WEDNESDAY","2700 BLOCK ISLAND AVE",12,2,2702,"vehicle","Outside","Male","White - Latino",26,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24221041,39.90914664,39.90914664,-75.24221041
2016877,1015884,2019-03-30 10:05:00,"SATURDAY","2700 BLOCK Island Ave",12,1,2702,"vehicle","Outside","Male","Black - Non-Latino",25,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.24221041,39.90914664,39.90914664,-75.24221041
2013630,969838,2019-02-25 16:15:00,"MONDAY","2900 BLOCK S 70th Street",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23329109,39.91359048,39.91359048,-75.23329109
2013631,984565,2019-03-07 23:05:00,"THURSDAY","2900 BLOCK S 70th Street",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",40,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23329109,39.91359048,39.91359048,-75.23329109
2013632,987364,2019-03-10 00:25:00,"SATURDAY","2900 BLOCK 70TH STREET",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",36,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23329109,39.91359048,39.91359048,-75.23329109
2013633,987741,2019-03-10 13:27:00,"SUNDAY","2900 BLOCK 70TH STREET",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",35,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23329109,39.91359048,39.91359048,-75.23329109
2013634,987742,2019-03-10 13:27:00,"SUNDAY","2900 BLOCK 70TH STREET",12,2,2702,"vehicle","Outside","Female","Black - Non-Latino",30,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23329109,39.91359048,39.91359048,-75.23329109
2014326,1004632,2019-03-22 21:09:00,"FRIDAY","5800 BLOCK whitby ave",12,4,2702,"vehicle","Outside","Male","Black - Non-Latino",69,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.23606478,39.94067671,39.94067671,-75.23606478
2015229,978442,2019-03-03 09:07:00,"SUNDAY","6500 BLOCK Dicks Ave",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",23,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22761343,39.91973762,39.91973762,-75.22761343
2015235,949567,2019-02-11 23:24:00,"MONDAY","6500 BLOCK DICKS AVE",12,3,2702,"vehicle","Outside","Male","Black - Non-Latino",24,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22761343,39.91973762,39.91973762,-75.22761343
2015236,950273,2019-02-12 05:40:00,"TUESDAY","6500 BLOCK DICKS AVE",12,3,2702,"vehicle","Outside","Female","Black - Non-Latino",47,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22761343,39.91973762,39.91973762,-75.22761343
2015237,965619,2019-02-22 22:10:00,"FRIDAY","6500 BLOCK DICKS AVE",12,2,2702,"vehicle","Outside","Male","Black - Non-Latino",37,0,0,0,0,0,0,0,NA,NA,"","",NA,NA,-75.22761343,39.91973762,39.91973762,-75.22761343
